youtube_video_id,comment_text
QYXCFtoTFVs,Remember watching this back in the 90s and loved it... this movie soooooo need a remake in the 2020s...:)
ohAd27SbH6E,Movs4u.c-saroogibson_bingbang
SQ-CopNrehU,God Mel Human ( Big Alien ) = father × Zeus × the Satan # who is know
w03jEKHNBEI,They need to re-dub this moving to be about the 2020 presidential election fraud lol
L5CWtkNLLfM,7/10
dqf-nQWtSJg,"the trailer song by Jerry Goldsmith (Roxy Loses) from Basic Instinct, nice"
YsFUoioGePc,This movie was interesting sci fi and fun to watch 1995...then slowly became a reality based thriller...today in 2020 looks like a documentary....
hGynIx4Dd3c,"1:53 ""clever girl""
They for sure stole that line from Jurassic Park. It was way better when said to a ambushing raptor.
The most interesting and only entertaing line in the movie 'the net'."
M4kgqWLAtA0,"Saw it in theater,  Time Flys"
FPQLHxLT1QY,One of my all time faves I loved this movie
zInygRFVbxA,"I enjoyed this movie so much 
Different from now a days"
34WwXUlx7E4,Cornelius Raibon born October 31 1985 Halloween birthday 35th anniversary back to the future to escape the net movie 1995 1996 t now 2020 Cornelius Raibon wear decepticon t-shirt and Nintendo entertainment system nes 85 t-shirt sandy bullock the good ending internet heroine is shutting planets down illegal internet for good and forever and peace for safety families and kids protection for legal marriage wedding again I love the 90’s movie I miss America online the 1985 TruthAbout Cornelius Raibon born on October 31 1985 Halloween birthday 35th anniversary I like Nintendo entertainment system 1985 that TruthAbout Cornelius Raibon born October 31 1985 35th anniversary Halloween birthday party Adam and Eve birthday October 26 4000bc age 0 rip
09rrVrDZJYU,I liked it so much.♥️♥️♥️♥️♥️♥️
VWBo9-YtSQs,Such a great film!
Vnh6xMo02UE,U
0VADAuzpzt4,Still one of my favs. And so relevant
Qb5jq3doQa8,Cyberpunk classic
EVMSuZXEz4s,I think this definitely had some influence on the Wachowski brothers in the writing of the Matrix.
CNglAvAenxU,philo gant - one of the great villains
zffnWNSgeEo,Feliz 2022
-lucc4SIhaY,Angela Bassett FFS!!! Wow!
1tqWK4wbwk4,does anyone know what the music is playing toward the end with the female singer?
Gnf--nARR5E,Fucking great movie; music; acting; script; everything
SAmbXIWzRYo,this movie plot felt wild until it was 2020 and i was using my VR headset remembering this movie and our current news
c64OgMcMknM,Yo who here from cyberpunk.
mWlDVSlv-2s,Just change the year to 2020
6Ns29dh4yok,if people watch this video right now from 1995...it reflects everything that is going on now  in 2020
nMsQ2jWom_M,I first saw this move on the sci-fi channel in late 1999.
T1PDRMXmGqs,I always recommend this movie. One of the best! Man I miss the 1990’s!!!!!!
n8_Vmt5zxOI,Such a different movie after you're all grown up. I think its part sniff and snuff. Lots of it on the Internet now.
2yE8RTsx4mc,Jovem nerd ?
cVYQN5Al1ck,I love this movie. Ralph Fiennes (pronounced Rafe Fines) is one of my favorites.
gr6CoJ6sLz8,Cyberpunk 1999
woFY7LhVlKo,Only found out about it yesterday wtf!
lROaHZbHbWQ,This is like the matrix and blade runner had a baby
PBXSkZ3uW9c,"Hey! Meme this like this!
Sven gets lost 
Only pewdiepie fans will understand"
MFYgkoY-rU8,this should be on Blu-ray.
rgvJPU8t6kE,i loved angela bassett in that movie as a teen lol
lqu1oGLC50I,This is why I thought Angela Bassett would make a better Storm in Xmen. She was bad ass in this movie.
at_B-lsOvUo,"I thought he was gonna say, “ have you ever jacked off?” 😂 😂"
sKHwEoCIYqA,Other than me there were only 5 people in the theater in 95 I swear to God. And in 2019 I still pop the DVD and dream. What a film it is. Far beyond its time.
wf7WAzLkbd8,Habra alguna otra pelicula con la misma o similar tematica de esta?  Me encanto.
-SFrz55rnVs,Still one of my favorite movies!
fI1yBop4p58,I've seen this film back then vhs tape--rented it. I liked it a lot! Got my surprised that it was directed by an unknown female director named kathryn bigelow. And I said I wanna watch more of her films!! And have to wait for long years before she was able to make another.
0xa74mYgSnI,It's a classic.
Gg9c-WnK6sM,"Very very good, si-fi techo thriller."
ssSpMZ2VE0g,I love this movie. And the soundtrack is amazing
xxNKkJgav3Q,A vastly under looked Neo noir thriller.
gUUjxE1BwNg,Movie name explains the whole plot
wc0gyzQHJ1Q,Love this movie and I love Patrick swayze he was sexy
t5iE3Wt2cJs,Couldn't make this movie today without fragile gamer bros having a meltdown.
_1Jw51zk06w,Por estos días en la casa de los famosos de México 2023. 😅
HIzG2skqkLo,"Such a great film, I love it and have watched it several times."
HlUQFDxJedg,"I, a proud lesbian absolutely love this movie. I'm watching this again followed by Tootsie & saving The Birdcage for last. Be true to you!! 
❤️💛🧡😃💚💙💜
#ridewithpride"
H1CSxxlnIMA,WHITE CHICKS ON CRACK LOVE THIS MOVIE 😂
_nCowPQ2aa4,0:59 2:01
1TRhDH599C4,"Saw this for rhe first time yesterday and was DELIGHTED. I felt it was an incredibly respectful portrayal of drag, with complex character stories, and an amazing message about community."
qNmJKsGylaY,Yikes this movie is even scarier than i thought
gYTPJcTUHCs,kiki? that is chi-chi
rImkFc2jNOg,RIP Patrick Swayze you're an Amazing Actor
Ji6ghfTyNlA,Have a Bud light. 😆
iozLJsvKHDs,Lowkey hope someone hacks the phones of Tennessee lawmakers and has this movie play on repeat
-y9LgpU2ugQ,"Watched this for the first time the other day and had to rewatch it over and over, it was that good.  Loved all the actors/actresses in it.. there were so many recognizable names.. the main actors who played lady boehm, noxema & chi chi did a fantastic job.  Great movie."
ooscbQ4huTA,one of the best movies I have ever seen
67QgTJDbYO4,No Tea No Shade No Pink Lemonade Extraordinary
7zkoiOq2Urw,luved this kinda movie .. too bad we ain't getting this anymore.
Z2LIMGsmuqU,"it is 2023…….and i fully understand why my daddy wanted to burn every copy of this move. 😂

LOOK WHAT YALL DID DAMMIT!!"
0uijz9WWE3Q,Good but very disappointing the anti gay OF THE MOVIE was very under used through the cop and that dude never having any consequences for acting like he didn't have a stick but flirted with everyone  AND HE NEVER LEARNED HIS LESSON literally bailed out EVERYTIME HE ONLY STOPPED CAUSE THE DUDE WAS LIKE NO SECRETS I mean I guess he did learn but the movie avoided alot
RDcdta_LKQI,What is the song at the end?
p7KSdXn_zm0,😢donde puedo verla? En Youtube y Netflix no pude😢
,And this is the type of programming holly wood has done to destroy the world.  They really love making the men play a role as a woman to initiate them into their cult.
fPtpHw1gJ_Y,"It's 2:03 a.m. Wednesday, March 15th 2023 & I'm watching this right now and it never gets old.
R.I.P Patrick & Robin😔"
KpaetgaY90c,Why have I never seen this 🤣 it looks amazing
gGRJkaxndzg,Wait looks like white chick
ZsWPpq_AqDA,Omg they are voguing w them on the train! Now where have we gone wrong w drag...this is drag!!
fFVaxa1UKNg,This movie and the Birdcage were ahead of their time.... and there was NO political bs being rammed down your throat.
I4xX5vuxOaY,Love this movie!
roNMQZoPK_I,I'm just waiting for people to say something about this movie like oh it'll make kids gay lol
28I4WdBRuB4,It's very rare that a trailer shows scenes from other movies
XHRA5nnuDMI,Love love love this movie 🫶🏽
zqdn9UU4upo,"It's crazy how we are moving backwards. This was released in 1995 and now....we are banning cross dressing, banning books and trying to pray the gay away. The 90s were so much better!"
Il4j_0R1doE,"If this movie came out today, conservatives would've ban it or send threats to movie theaters."
j1x5PJ0SY8Y,"I always thought this movie was a particularly bold career move from both Patrick Swayze and Wesley Snipes, especially in 1995 and given their work before that.  This trailer sets it up beautifully."
UAOv53cR1iw,"This is one of the best movies I have seen. It has drama, comedy and the crying moment. Loved it."
,I loved this movie
mUj1m_iQAJo,This trailer made me uncomfortable as a kid.
JjUEjBYVtS0,I can’t believe these characters played In this trashy movie promoting that garbage that we see everywhere today
LHLMmuY5Zg0,"I always feel that this was a slight ripoff of 'The Adventures of Priscilla, Queen of the Desert'."
milpphMpv9M,"Honestly, this is a must-see movie for anybody who is into the art of drag, and a sad reminder that we've somehow reversed back to a more hateful time. If this movie was released today, there'd be protests at movie theatres up the ass by idiot ""children protectors"" who...get this... don't have to let their kids see it, especially since it'd be an R-rated movie."
q4hzTQ6TAss,«I gotta go I got cramps»😂😂👏
phsP6RbDOXI,This was not a movie it was a theatrical master piece.
2mA53X_ruUY,Can you imagine releasing this movie today.  Back then yes it was a comedy you could laugh at.  Today something like this would offend people up and down.
oK4etva_lUU,BEST movie
RglUAG1TyWQ,Awesome! Love the actress Julie Newmar by the way as well.
U0tE1GkugR0,There should have been a part 2
_yjEggmgwQk,"I watched this with my mother when I was v young.
My old girl was a gem in many ways"
pE7hVSlk7Zw,i miss the old trailers with that same dude voicing over all of them.
TTYZydn0mhU,Hold on..... This Aint A Comedy???? Bruh Wesley smh
QlZpb28ztFc,I despised  and envied John Leguizamo for years after this movie. He makes  such and attractive woman.  Better make up and he would have been stunning.
eNePw0W6tNc,Look it's jlo
8iVzHXibwzI,2:00 = ebt 🙄
8TKRgXHmcCo,“Maybe she just found out Menudo broke up” 💀
1AfBwPrB4pM,Such a classic
OHc23vfhwUU,thanks for everything
UdFvWNY93cU,"Dude. If Wesley Snipes, Jon Leguizamo, and Keanu Reeves were to do a reboot or second movie to this, that would be the best. 

Yes. I know. Keanu wasn’t in it, but he’d be a great replacement or addition. Do a First Wives Club inspired sequel!  They hear from Keanu’s character after the drag queen Patrick Swayze played, dies. 

Vida Boem? Idk. 



And let’s not let it be woke. Make it from the perspective of a straight guy interpreting the life of a DRAG QUEEN, aka, female impersonators."
mk1AK-G6UF4,Loved it.
UyW46Pbsp9k,"Funny thing is, they used to be women. But, they pushed the wrong button."
NpY2QcnH5D8,Outstanding trailer vs blockbusterter movie 🙄🙄🙄
sZGxXI632sk,I ❤️ this movie.
MMcBEOvxXj4,"I'm watching lately movies with Swayze and this one was a stupendous surprise. I thought the idea - three drag queens travel to Hollywood will be something light, aiming at humour and entertaiment yet it touches some really serious topics, gives happy ending to each unhappy character. This is one beautiful movie. It was great to watch, great to be surprised by how it developed. And watching Swayze as this classy lady... extraordinary, like ... wow! ... he got into his character with all the body language - if I wasn't that struck by the story i would be recommending to watch this movie even just to see him as Vida Boheme."
rZ2DkxXbQ1Y,Get in the car perras i got us a ride. I love this movie
4e3RqRwaLfg,One of my most favorite movies :)
NvY2ZBHxuIw,'Get your hand off my dick buddy!'
_NEjdtWbstc,"Just watched the trailers for Birdcage, In & Out, and this. This one definitely holds up a lot better than the other two."
R0_2Jiuqhek,Laughing my ass off...is she for real?
Z8MBl2oi7dg,whoever edited this trailer deserves an oscar.........this movie is bad
tJ93SCmo5fI,Love love this movie!!
87ZsI67U-jE,🥰🥰🥰🥰🥰😍😍😍💕💕💕🇧🇷🇧🇷🇧🇷🇧🇷🎄🎄🎄🎄🎁🥂🍾🍾💕👏👏👏👏
phlG54Gt5NA,"“Little latin boy in dress, why are you cryin’?”
Love this!
So many iconic lines.."
rfd0Ns0legM,It's newmAr queen of the world Lord of love and light knight of gods holy word second coming of christ superstar lol your right wrong food..
h8T9ng5sZ08,"Bob the drag queen, Chad Michaels and Adore Delano need to be in the remake"
H_apt9n4y88,This film is phenomenal
YYQW8rWIrDY,Filme top.....
Qpxux0GPeaY,I LOVE THIS MOVIE>>IT DID HELP ME COME OUT IN MY LIFE AS A GAY MAN IN LIFE!!🥰🙏🙏🤗📹✋💪👊🤜🤛🔥💖😘🌈🤩😍😍>>JUST BE U BABYYY!!
_fgp09yxrKI,👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗😘😘😘😘😘😘😘😘😘😘😘😘😘❤❤❤❤❤❤❤
hC7XSvXSdpI,TO MOCK MOCK MOCKING IN ANY WHICH WAY WEY SHAPE OR FORM FOR WE WRESTLE NOT AGAINST FLESH AND BLOOD BUTT BIG BUTT AGAINST PRINCIPALITIES THE LEADERS AND RULERS OF THE DARKNESS SPIRITUAL WICKEDNESS IN HIGH ELITE PLACES TODOS LOS SHAPESHIFTING ACTORES SATANICOS SYCOPATAS SE ACEN PASAR POR FALSOS ANGELES Y DIOSES PERO LA REAL VERDA ES QUE SE ALIMENTAN DE EL DOLOR Y SUFRIMIENTO DE LA HUMANIDA PERSONAS GENTE Y ANIMALES FREEDOM OF CHOICE FREE WILL TO INCLUDE FREEDOM OF THOUGHT FREEDOM OF CHOICE FREE WILL TO INCLUDE FREEDOM OF THOUGHT FREEDOM OF CHOICE FREE WILL TO INCLUDE FREEDOM OF THOUGHT INOMINE PATRIS ET FILII ET SPIRITUS SANCTI AMEN AMEN AMEN!!!!...
jHNdnqomSVc,"I thought they were gonna say, from drab, to drag."
uym7gc5_SA8,"Patrick Swayze é bonito até vestido de mulher, igual o Cillian Murphy."
Akjr19WB5kU,"I cant help to say that To Wong Foo,  is just an American rip off of Priscilla Queen of the desert which is Australian.  They're still both great!!! They just were released in theaters a year apart from each.  Weard huh."
VlZhJiN6syE,"I've seen this by accident when I was just a closeted 8-10 year old and I beg you not, this movie made me realize at that age that being gay is okay and my life should be celebrated not hibernated"
A2LvEmJ8KXc,"This is the presidential suite! 

Must be one of those bad presidents! 🤣🤣🤣"
NKRW4Rk8lAE,Dónde la puedo ver ??
x69QdJh-qsY,Only gay movie I've ever seen and it still makes me laugh and root for that small town.
9BSstWVjFis,I still don't get it
PZibLqWZ7cM,One of my favourite movies!
fMN_YpOT_ko,I had fun n I laughed like crazy.  Hilarious!!
8I3UfGMYr6I,Illuminati initiation i assume
j2VTZmegLnI,"Patrick, Wesley, and John actually said once the filming was wrapped, they burned their costumes, wigs, and makeup, because it took so long to “become women” every morning. 😂"
mIYgklAHuzI,Ki Ki Rodriguez 😁
YRGocXhqGPc,Luigi and Blade in this movie together.
fgANS15AN4I,Chi Chi is a spicy Latina those men were all fabulous.
uWYPozEgFmw,I lost my first tooth while watching this rented on vhs with my mother. RIP mom you taught me everything xx
C_l75RaVadc,"That’s enough internet for one night, even for me 🤪"
d9Z0DV33gAY,this is my birtday #1 movie  :D
P28qmkCrNSM,three good actor.
J5mszOh_Qis,"What's funny is how many scenes are in the trailer that were cut from the film.  The line ""Easy rider in dresses"" doesn't appear in theatrical release. Though the extended restaurant scene with that line is on the DVD extras Deleted and Extended.  Which actually helps flesh the movie out more.  The final scene of the trailer of them on a mountain road, the entire scene is cut and replaced.   They almost get hit by a bus and Chi Chi gets step one then.  In the movie step one is achieved in the car.  They show them on the road they almost get hit on, but skip the scene and replace all with voiceovers."
mqTrjDsEg4g,"YES. Even if you don't support the idea, the message is real. Don't judge it until you watch it.....walk away for a few weeks...watch it again....wait a couple more days, and you may get it. Being a woman is not a picnic either guys...and ""Women need to be TAUGHT YO SUPPORT EACH OTHER, because that's not something taught on the playground""- Pink quote"
RSTZl1bENrc,"Fun movie-BUT (big but) Drag Queens don't live in drag. They work in drag. ReL DRAG queens are ""more man than you'll ever be or more woman than you'll ever get!"" They are not transgendered they're drag artists. Just had to say that... the magical 'other' save everyone's life and love. But fun!"
RgUCPG2G50s,❤️
M6WwZLvxV9Q,I first saw this movie back when I was like 7 in 2002. He was 27 in this film and now I’m watching it as a 28 year old. So weird how time flew by like that.
Ks5eE-lTFDw,"Same voice, same character in every film and sketch he's ever appeared in . Adam Sandler is the least talented actor on the planet barr none. His limited range is beyond embarrassing, how he ever managed to fool anyone into thinking he was funny, talented, or remotely entertaining is beyond me ."
QJhtT0KGvdg,"I'm not saying this is a bad movie cause I did enjoy it, but I find it amazing that anyone actually went to see this after seeing the trailer. I would've stopped watching after the first 30 seconds"
HsTKoGcFS78,1:12
noSrT4BgwB0,If you ever wonder why Adam Sandler doesn't make movies anymore just watch this trashfire. Billy's character starts and ends the movie being an unlikable dunce and he learns nothing of value along the way. At least Happy Gilmore had Bob Barker in it.
5LNE7jk2QWY,บิลลี่ แมนดิสัน​ ผู้บ่าววันเด็กฮาลั่นซอย
wHSwdSTETXA,Mrs Lippy's car is green.ha
Vxn8LscM2aE,my name is silly
0nYDMp1LdT8,nice  movie!!! :) I love
eW_HzYMNOng,Loved this movie from India🇮🇳
X2PJSgZQG_w,not his best funny but still funny though and his love interest though not the prettiest definitely knows to be hot
Ij5CYR6TaHM,absolute gem
IzZSguDxGsk,if you want a sneak peak at trans women playing sport watch the dodgeball scene.
3bbEMGHCtRg,"I want to share with you the truth and life. 

All have sinned and fallen short of the glory of God (Romans 3:23). God is holy and the punishment for sin is Hell. For the wages of sin is death, but the gift of God is eternal life in Christ Jesus our Lord (Romans 6:23). Jesus Christ is the way, the truth and the life (John 14:6). He died on the cross and rose again on the third day for us all. Repent of your sins, believe in Jesus Christ and accept Him into your heart and follow Him."
nwn0lAjj8OE,This is my second favorite Adam Sandler movie.
j4UUAeof5Go,I miss THESE Adam Sandler Movies
rvmH7pHVvzw,"Oh, Norm MacDonald, hope you're up in heaven relaxing waiting for Billy there now"
_IguspdTqfQ,"Love Adam Sandler in the 90s. In my opinion, love this movie. When the bus  driver and his friends are the lunches of the kids, I was cracking. Priceless. Also when the lunch lady said” I made some schloppy joes’ then Billy replied,” lady you are creeping us out”"
sHxxbcI8g6A,In high school a student act like billy Madison
Da-Mizk86AE,Short bus the movie
N7VxkRZcJdY,he did a good job on the west wing but I couldn't stand Eric at all he was trying to steal the company from billy so billy wouldn't get it🤦
2vx3mfgWEpc,20Up Lemonade 50|50 Water 100/100.
NUm_Xg8ZuPo,Seek God our Lord and Savior the one that sent Jesus to die for our sins before its too late. May God Bless you all and your loved ones.
3wW2QNq98JQ,Seek God our Lord and Savior the one that sent Jesus to die for our sins before its too late. May God Bless you all and your loved ones.
dRm60XEC9tc,Seek God our Lord and Savior the one that sent Jesus to die for our sins before its too late. May God Bless you all and your loved ones.
63jqLUiWiwM,Seek God our Lord and Savior the one that sent Jesus to die for our sins before its too late. May God Bless you all and your loved ones.
cVKtVrNjNWs,Adam sandler never disappoints me 👌👌
nhdpCI--YbQ,Love this movie so much😭❤️
6_K3LUtw0sY,Billy Madison the movi
CJvsoqon1wA,He’s not my cup of tea.
sEsCXWD7-Cc,Beautiful and nice funny movie 8/10
-8iNZhmlW1w,a little dumb and at time annoying but has some good jokes and the relation between billy and the teacher is interesting
wzoFrXEdC74,I AM THE SMARTEST MAN ALIVE!!!!!!!!!
I2Sgit4QPlM,Sandler did these type of movies when he was making his mark in Hollywood. a good at heart guy who gets into this weird situations and then gets out. Filled with idiotic and childish humor. A good B.
QfqVYCRdtdc,Bridgette Wilson was my childhood crush - she looks so great in this!
REPoYxk2W7w,"The cinematography, writing and direction of particularly Bradley Whittford as the weasel Eric showcases every advance in film making available at the time. A true feat of sound design and prop making. Excuse me bus driver, I believe this is my stop. Too horni. 4 sideways gladiator thumbs out of 3 - Pot xo"
aF0ws2vpSw4,I saw this when I graduated in 92
5B5Sg5YXP-k,un film nul.scenario debile.un conseil ne perdez pas votre temps
z7tbO3dwri0,Uncut Gems: the prequel
KNvVucYbSHE,How do you leave Chris Farley out of this trailer?
GG0a0HI1WZM,"1:32 she doesn’t take her socks off in the movie, which is disappointing because she has beautiful feet"
zXbQ7CRaAao,"""I am an idiot so it kind of works out"""
mMQFu1M_abw,*O'DOYLE RULES!*
dGJA9rMWpos,The trailer looks like from the 50s than the 90s.
tEEgRCpmGUA,today junior!!!!!!
M-CSWzhbzzk,i love adam sandler & i love the movie bilby madision
y6X_KEGaG-A,that 69 joke flew right above my head when i saw this as kid
yZXapOBN--0,Uninterested.
2BZ4-564O_w,"Hi
"
fgANS15AN4I,I LOVE ADAM SANDER
TQ6Whebssa8,kevin patrick smith so great in clerks (1994 ) film !!!
Hycmkk0OtnU,Playing Maxwell House Is Surrendered With My Best Boys
4zwTRJ_Cfx8,"Fast forward 30 years and three movies. Kevin Smith, you really did it. I loved the last movie as well as the first two very sentimental and it closed out well. Thank you for the memories ❤"
OFl0fuIRl9A,I heard the freezer is to die for.
W__mIvuAiSc,"This a classic.  If you don’t get it, then you don’t."
FmYKCjilWAs,Percy Rodrigues had an amazing voice
9EKsbQve2Qc,1:39
mItykW7dy4g,Whats wierd is seeing my teacher betting ranfal she will get a vhs vefore him and seeing my home town in a movie lol
nL4YbDtGaDU,“Kevin Smith was so hot in this movie” - That 90s Show
-C-xXZyX2zU,That's 90s Show me trajo acá...
vyOCHDZxxUo,I'm not even supposed to be here today 😒🙄🤪👆
oZaWqjppCsg,I doubt I need to say this but if you watch Clerks then you need to continue until you watch Clerks 3. Clerks 3 is the final masterpiece and believe me when I say it is a MASTERPIECE.
rI44jjsDULY,Movie sucked.. Only White Nerdy virgins like this movie.
Khyp-Gzi4u4,I wonder if this movie was inspiration for the weird pilot to Regular Show
2IfHLq0k6Q8,Classic
20KdLa-9d2c,Such a dumb movie
bphmrlpvJJo,"love the announcer... he did a few good horror films also, like NIGHT OF THE CREEPS"
GH7AJl4vUHM,"RIP Lisa Spoonauer (December 16, 1972 – May 20, 2017), aged 44
You will always be remembered as a legend."
iB3JtJJZJG8,here after seeing Clerks 3
uUg76lizbSA,Black and white? Must be filmed in the 50s I’ll pass on watching
swDEaCgluWQ,"Wanted to see what the movie was like after watching the animated series.  Going off the trailer alone, I can tell the cartoon was actually pretty accurate in a weird sort of way.  Surprised that it also managed to keep the movie's cast as voice actors."
CLQ_dlkA6sU,Watching this back in the day I never thought it would have made it this far..congratulations kevin
RA-UQyCZskA,WOW 😳 this is really bad..😭😫
gnNt7l2nA_o,1:07 is so true
Jl7b3E4kbeY,Awesome
r7301zlUHQg,Greedy Kevin should of left this classic at episode 1. 2 was meh -  3 is excrement.
EvrELWjSxUU,Kevin Smith never could top this. He's the only director I can think of that his first movie was his best
K_Q1VTuna-w,This is the one! 👍Clerks 2 & anothers...just crap! 💩
chCnbs7UMSk,Who else is here after the Clerk 3 trailer drop?
ubV1jwg9Ce0,☮️
UyW46Pbsp9k,Did movies really used to advertise what they were going to be jamming to? Neat.
VEvGlp8JELg,Here after Clerks 3
S-fO805VDqI,Can’t wait for clerks 3! I’ll have to watch the first 2 and northwood pie until then
25fke7tsxY8,Hey COC rules never knew they were on this.. but then again I like early COC
CE9h4jkNYoI,I latched on to this movie mainly cause they played Alice In Chains which is one of my all time favorite bands from the early 90’s RIP Layne Staley
QB7tT_qemsk,I became a clerk because of this movie
vprpfTqLrIU,And I have been  slowly  getting  up with  my own income that is why I have been staying at my roommates  house and I have been  learning  how to be a doctor  and I am working  on getting  my real roots back and hoping  there a live not dead but I am seeing  about  my name and home with my car Angela
JC1t2DmCeAU,I can't understand this movie - these people are such slackers.
moTWWKnxpm4,I don't think I'll ever get tired of watching this one.
wAZflKc-STY,1:30 Pm December 22nd 2021
CNAF2uf-_Y4,I’m about to watch this movie for the first time
2aqR1Uc8B-4,man i love the 90s
ayhyRRhCmzM,"Dude that sucked. This movie is special and this preview did NOT do it justice at all. I remember being 13 and thinking I was getting away with something just viewing it. I’ve made so many references out loud that people sometimes get/don’t get and I don’t plan on stopping. “37?!” “A bunch of savages in this town.” “Do you have the one with that guy who was in that thing last year?” “Make like a circus seal.” “Life is a series of down endings.”  (I use the last one at least once a week. I also try and incorporate the word “ruse” in conversation purposefully because a lot of people don’t know the meaning and it makes me sound smart. I know, the shame."
ZF42bsaRAac,so much in this that modern kevin smith would never do since he got woke
uUu_OGobBes,"This is my favorite movie of all time, watched five times now, and I don't really watch comedies at all"
v_Vl3Mf1ccY,"This movie is a must watch! This entire movie is in black and white because it’s happening as a dream to one of the two, Randall or Dante…Clerks two is in color because the reality is that both are subordinate to a corporation. Until, Randall or Dante manifest their dream into reality. Their own slice of their dream in technicolor, The Quick Stop."
N-5xlT6dDwQ,Was this trailer on don't tell mom the babysitters dead?
PRri30gVBIw,20Kdls...win3Million
wLq2uQkKcxk,"“We’re gonna need a bigger boat.” - Randall.

Whatever the Mandela Effect is, it changed the Jaws line “We’re gonna need a bigger boat.” to “You’re gonna need a bigger boat.”"
gvlEQ7vLMro,My favourite film of all times. It still resonates with me lol
5OR01NFAf0U,"NO MATTER WHERE YOU WORK EVERYONE PAYS MINIMUM.  THEY HAVE SINCXE 1990,  Get used to it-i sure have.If you work at Plaid or the prestigious APPLE they all PAY MINIMUM-there is nothing SILVERSPOONISH ABOUT THAT.  A boutique or a PLAID on minimum. Who does more work and who suffers more.  Probably the people at the BOUTIQUE STORE WORKING FOR RICH PEOPLE.  THAT IS A FACT.  ALTHOUGH RICH PEOPLE CAN OPEN MORE DOORS FOR YOU IF THEY CHOOSE TO. I'm a FRENCH/SLAV-E rleated to LA JEWS NO DOORS OPEN FOR ME. HOW ABOUT U?"
EzKASl2T9d0,This is every teenager who grew up in the 80s and early 90s. Everyone I knew worked retail jobs like this but that never changed. Its just funny they picked my generation to make this movie.
kCnABec7Rsk,My love for you is ticking clock....berserker!
0g-CKrZ3fWQ,"Many years ago, a friend of mine worked at Subway. The stupidest question he got every day was, “How long is your 12-inch sub?”"
J4Sui17b_tg,They don't make movies like this anymore
4rprRFWfr9U,If it was in color I would watch it.
2Bl5ABDEAPo,The movie will become a time capsule piece once automation fully takes over and AI replaces everyone's jobs - I wonder what it would have been to like to have a job!? They will all say.
tZ1CGEFd6kw,"This movie reminds me why I'm lucky to work in a warehouse. Hey it's work, it sucks, but I don't have to deal with the general public."
X5i-SK8I8-w,If you haven't seen this movie stop what you are doing and watch it. You will thank me later
6wEM9KYgMx4,"1:02 ArmouredSkeptic and Shoe0nHead enjoying some quality time together, 1994 (not colorized)"
DXFwUAnu2Fk,Ну где он блять на русском
66EaReegWOY,You can't get more 90s than this. :lol:
RBF5FGjDnBw,❤️Kevin Smith
x3z47WainE0,Great movie
tzxreLUzuUI,Why this movie isn't colorized ? I would've enjoyed it so much more with the colours and effects of mid 90s
5aW3yiEYdQk,This movie isn’t funny
T9AtV8FIzFI,“ The customer is always right.” BULLSHIT! Anybody who has worked in customer service knows the truth! The only thing wrong with this movie is the black and white filming.
A6pM-4m7xQ0,Still my favorite movie!!!
-h3x929gmmI,Best movie ever made....anyone from that generation can relate to it because it speaks directly to our fears and aspirations from a boomer dominated time period having no real notion of what the future awaited generation Xers..should have won an oscar for  best script
rYTvmLvLchs,minimum wage  minimum interest
oTpFci6HNgA,"Clerks is movie that calls out that elitist gen x indie films while being an elitist gen x indie film, it’s amazing. In my top 10 easy"
fHbI2fohgeI,the Hostel 2 movie messing up the females...if its true
9lIFEoweLYU,theres this movie of spaceships coming from the clouds take away people...a rapper n his friend...same differance is the taking of FEMALES from the states n rearranging their lives...it could be alienatic cause of spaceships from the clouds but what if they are doing that as we speak...but you cant see the spaceships...but the women of the states tookin n rearranged in a way...clerks movie depicts people sleeping with a half alive half dead person...the female...find out who is doing the harm...take care of business..USSR or ASIAN motives ..cant remember the show of the rapper n his friend an skyscrapper he lives in....but what if its all tied to the same ordeal for reals....and this movie with females...
IS9g53HOOU0,Can’t believe I got to sit in on an interview with Kevin Smith! Fukin incredible
Pplx0p01EJA,"Let's not forget ""Annoying Customer"""
zIk7T61lC28,Clerks was this obscure instant cult hit. Some movie stores didn't even have it to rent because they didn't stock it. I wasn't later till I could download it that I watched it.
Z6L1R0g5Bm8,alguien me puede pasar un link para descargar la peli? en español o subtitulado al español?
6oXSbnQPHs8,So Generation X - bring it back ! We still rule !
9NP604K3Ny0,"WOWOWOW, I love this movie - so 90ssss takes me back to my Blockbuster days - ""just because we serve you, doesn't mean we like you!"""
d0SU3f2aRjc,"Movie trailer starts with a Jaws parody, is then narrated by the guy who narrated the original Jaws trailer"
zUOh4bGrVsE,One of the most boring movie franchises of all time
m56zlCfjz3E,L.A. BEAST !
8s3VVBECAEI,"And now, it's a part of the National Library Of Congress Film Registry. Not bad for a low budget movie."
TPSqGXFqqCI,Finally found it !
yh1OH4NnLWQ,TOP!
2vrYABGERJw,How many of you forgot it was in black and white? I thought something was wrong with my blu ray player lmao
JndsZnzU-oo,"I used to think Kev made the wrong choice by not going with the original idea of Dante being killed by a robber at the end.
But if he had, we'd not have the view askew universe. Which would be a big loss to stoners.
But I still think in a stand-alone movie, Dante dying would have had such incredible impact... ""I'm not even supposed to be here today""...fade to black."
